cell,core
BaselTMA_SP41_117_X13Y3_3324,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_117_X13Y3_192,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_203_X8Y8_2252,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_153_X7Y5_677,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_206_X2Y2_1070,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_14_X1Y8_285,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_196_X5Y7_90,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_129_X7Y8_808,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_117_X13Y3_3309,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_191_X15Y7_4254,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_186_X5Y4_4289,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X11Y2_723,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_134_X3Y8_376,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_112_X5Y8_1669,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_141_X11Y2_996,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_203_X8Y8_414,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_135_X8Y5_261,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_112_X5Y8_57,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_100_X15Y5_1413,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_133_X3Y6_2263,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_126_X14Y7_211,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_104_X8Y4_175_1374,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_11_X13Y7_1674,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_11_X13Y7_2056,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_165_X5Y6_237,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_186_X5Y4_1006,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_196_X5Y7_642,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_117_X13Y3_3198,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_206_X2Y2_160,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_134_X3Y8_1301,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_203_X8Y8_335,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_135_X8Y5_1285,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_1363,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_114_X14Y4_140,BaselTMA_SP41_114_X14Y4
BaselTMA_SP41_11_X13Y7_3609,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_133_X3Y6_180,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_100_X15Y5_399,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_206_X1Y2_2716,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_186_X5Y4_3549,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_11_X13Y7_1797,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_14_X1Y8_1830,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_141_X11Y2_5158,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_203_X8Y8_1343,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_133_X3Y6_254,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_14_X1Y8_1962,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_141_X11Y2_4763,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_114_X13Y4_171,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_11_X13Y7_3895,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_18_X13Y5_513,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_133_X3Y6_115,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_100_X15Y5_1270,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_141_X11Y2_1839,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_126_X14Y7_2847,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_177_X16Y5_748,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_206_X1Y2_2428,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_206_X1Y2_148,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_117_X13Y3_3696,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_104_X8Y4_175_1676,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_186_X5Y4_4887,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_166_X15Y4_3030,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_114_X13Y4_1391,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_186_X5Y4_2429,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_114_X14Y4_281,BaselTMA_SP41_114_X14Y4
BaselTMA_SP41_191_X15Y7_4215,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_153_X7Y5_1282,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_112_X5Y8_1615,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_133_X3Y6_954,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_126_X14Y7_2118,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_191_X15Y7_1277,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_134_X3Y8_395,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_104_X8Y4_233_1733,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_117_X13Y3_4447,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_114_X13Y4_1623,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_117_X14Y3_188,BaselTMA_SP41_117_X14Y3
BaselTMA_SP41_101_X10Y8_2574,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_166_X15Y4_626,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_191_X15Y7_2770,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_141_X11Y2_1040,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_211_X4Y6_18,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_133_X3Y6_3992,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_141_X11Y2_1955,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_112_X5Y8_232,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_166_X15Y4_2125,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_134_X3Y8_1250,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_104_X8Y4_233_1001,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_135_X8Y5_2351,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_196_X5Y7_666,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_134_X3Y8_713,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_177_X16Y5_2655,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_117_X13Y3_1928,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_133_X3Y6_1721,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_153_X7Y5_555,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_203_X8Y8_529,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_141_X11Y2_1740,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_1265,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_135_X8Y5_96,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_186_X5Y4_2591,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_104_X8Y4_175_1301,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_186_X5Y4_2958,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X11Y2_5365,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_206_X1Y2_3006,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_14_X1Y8_410,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_112_X5Y8_103,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_191_X15Y7_546,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_141_X11Y2_4183,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_1837,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_206_X2Y2_288,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_14_X1Y8_2666,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_159_X11Y4_227,BaselTMA_SP41_159_X11Y4
BaselTMA_SP41_191_X15Y7_3089,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_101_X10Y8_3242,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_153_X7Y5_1095,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_14_X1Y8_1331,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_117_X13Y3_1544,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_153_X7Y5_1284,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_11_X13Y7_2406,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_206_X1Y2_1622,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_141_X11Y2_3695,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_186_X6Y4_1067,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_186_X5Y4_4617,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_153_X7Y5_1275,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_203_X8Y8_1307,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_203_X8Y8_742,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_134_X3Y8_874,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_211_X4Y6_368,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_106_X2Y9_864,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_100_X15Y5_2868,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_206_X2Y2_909,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_101_X10Y8_2784,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_186_X5Y4_1642,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_133_X3Y6_233,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_101_X10Y8_721,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_104_X7Y4_26,BaselTMA_SP41_104_X7Y4
BaselTMA_SP41_211_X4Y6_1961,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_211_X4Y6_2234,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X6Y4_1543,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_191_X15Y7_636,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_20_X12Y5_296,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_129_X7Y8_360,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_191_X15Y7_3951,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_646,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_177_X16Y5_2042,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_11_X13Y7_397,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_211_X4Y6_838,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_14_X1Y8_1288,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_141_X11Y2_1676,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_186_X6Y4_8,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_133_X3Y6_3651,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_204_X16Y4_237_549,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_135_X8Y5_2875,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_203_X8Y8_1418,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_104_X8Y4_233_154,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_177_X16Y5_573,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_117_X13Y3_2951,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_159_X12Y4_426,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_206_X2Y2_944,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_117_X13Y3_1025,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_18_X13Y5_401,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_206_X1Y2_2005,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_117_X13Y3_316,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_211_X4Y6_786,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_117_X13Y3_2366,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_129_X7Y8_260,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_186_X6Y4_451,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_135_X8Y5_1883,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_133_X3Y6_2310,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_11_X13Y7_1965,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_211_X4Y6_1695,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_206_X1Y2_1562,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_141_X11Y2_5276,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_177_X16Y5_1174,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_101_X10Y8_2117,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_186_X5Y4_3226,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_133_X3Y6_721,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_191_X15Y7_2015,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_11_X13Y7_1534,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_165_X5Y6_1677,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_11_X13Y7_3908,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_166_X15Y4_1428,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_11_X13Y7_2701,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_165_X5Y6_1206,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_141_X11Y2_1240,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_3586,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_203_X8Y8_2581,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_126_X14Y7_186,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_211_X4Y6_2278,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_141_X11Y2_3690,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_135_X8Y5_363,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_4055,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_206_X2Y2_1608,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_106_X2Y9_1403,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_100_X15Y5_2248,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_177_X16Y5_979,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_186_X6Y4_526,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_186_X6Y4_942,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_141_X11Y2_4330,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_100_X15Y5_1060,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_141_X11Y2_236,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_196_X5Y7_508,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_186_X5Y4_3847,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_165_X5Y6_1637,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_129_X7Y8_713,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_186_X6Y4_1814,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_14_X1Y8_1845,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_191_X15Y7_2321,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_106_X2Y9_177,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_141_X11Y2_2624,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_186_X5Y4_2338,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_187_X3Y2_168,BaselTMA_SP41_187_X3Y2
BaselTMA_SP41_104_X8Y4_175_1115,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_117_X13Y3_645,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_18_X13Y5_1475,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_191_X15Y7_809,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_117_X13Y3_770,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_112_X5Y8_1331,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_133_X3Y6_371,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_129_X7Y8_297,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_186_X6Y4_1504,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_141_X11Y2_858,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_100_X15Y5_3116,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_11_X13Y7_920,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_206_X1Y2_1772,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_153_X7Y5_1188,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_159_X12Y4_2288,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_166_X15Y4_2166,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_191_X15Y7_167,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_153_X7Y5_272,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_206_X1Y2_514,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_126_X14Y7_841,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_135_X8Y5_1991,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_166_X15Y4_593,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_133_X3Y6_306,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_141_X11Y2_5122,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_736,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_165_X5Y6_1201,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_104_X8Y4_233_2018,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_104_X8Y4_233_296,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_14_X1Y8_1626,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_134_X3Y8_1489,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_186_X5Y4_1174,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_101_X10Y8_1252,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_114_X13Y4_2121,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_133_X3Y6_3853,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_133_X3Y6_850,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_135_X8Y5_1085,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_112_X5Y8_619,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_203_X8Y8_1561,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_135_X8Y5_1494,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_117_X13Y3_940,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_141_X11Y2_3698,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_165_X5Y6_414,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_100_X15Y5_2607,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_191_X15Y7_750,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_11_X13Y7_1247,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_141_X11Y2_3701,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_191_X15Y7_968,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_104_X8Y4_175_120,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_11_X13Y7_1081,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_135_X8Y5_2808,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_114_X13Y4_2579,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_104_X8Y4_175_1671,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_191_X15Y7_1420,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_203_X8Y8_169,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_206_X2Y2_474,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_186_X6Y4_865,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_11_X13Y7_705,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_211_X4Y6_1309,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_211_X4Y6_1858,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_206_X1Y2_163,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_104_X8Y4_175_1181,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_134_X3Y8_1873,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_186_X6Y4_615,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_11_X13Y7_2592,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_166_X15Y4_1990,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_104_X8Y4_233_911,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_206_X2Y2_11,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_133_X3Y6_3730,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_165_X5Y6_1024,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_186_X5Y4_4915,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_117_X13Y3_2841,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_126_X14Y7_1117,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_114_X13Y4_2431,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_133_X3Y6_3476,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_104_X8Y4_175_157,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_211_X4Y6_1953,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_203_X8Y8_2692,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_153_X7Y5_522,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_141_X11Y2_999,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_106_X2Y9_1224,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_206_X2Y2_747,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_177_X16Y5_2249,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_106_X2Y9_775,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_186_X5Y4_1611,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_135_X8Y5_543,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_18_X13Y5_538,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_159_X12Y4_322,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_211_X4Y6_522,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_166_X15Y4_865,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_141_X12Y2_244,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_100_X15Y5_2297,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_206_X2Y2_230,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_191_X15Y7_61,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_104_X8Y4_175_1365,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_166_X15Y4_2624,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_135_X8Y5_751,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_135_X8Y5_2952,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_20_X12Y5_174,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_211_X4Y6_853,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_211_X4Y6_1330,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_112_X5Y8_2523,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_141_X11Y2_4092,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_129_X7Y8_1133,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_203_X8Y8_1664,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_104_X8Y4_175_209,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_11_X13Y7_1547,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X6Y4_414,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_177_X16Y5_2571,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_100_X15Y5_1479,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_133_X3Y6_1842,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_106_X2Y9_190,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_117_X13Y3_501,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_126_X14Y7_452,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_100_X15Y5_2707,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_18_X13Y5_1347,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_126_X14Y7_1879,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_112_X5Y8_330,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_133_X3Y6_3935,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_141_X11Y2_4020,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_4978,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_101_X10Y8_657,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_11_X13Y7_563,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_141_X11Y2_1301,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_129_X7Y8_227,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_134_X3Y8_905,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_11_X13Y7_3188,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_166_X15Y4_497,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_104_X8Y4_233_507,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_100_X15Y5_262,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_129_X7Y8_152,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_186_X5Y4_3649,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_100_X15Y5_2423,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_126_X14Y7_510,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_11_X13Y7_655,BaselTMA_SP41_11_X13Y7
