cell,core
BaselTMA_SP41_112_X5Y8_2435,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_186_X6Y4_700,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_135_X8Y5_384,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_186_X5Y4_443,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_134_X3Y8_868,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_135_X8Y5_974,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_11_X13Y7_1246,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_166_X15Y4_156,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_186_X5Y4_3914,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_191_X15Y7_3218,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_106_X2Y9_1514,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_114_X13Y4_2234,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_141_X11Y2_2559,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_100_X15Y5_2085,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_206_X1Y2_2935,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_166_X15Y4_526,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_141_X11Y2_4206,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_203_X8Y8_1582,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_126_X14Y7_1147,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_166_X15Y4_73,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_100_X15Y5_2130,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_101_X10Y8_790,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_129_X7Y8_1743,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_100_X15Y5_427,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_141_X11Y2_5160,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_134_X3Y8_1210,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_206_X1Y2_14,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_134_X3Y8_349,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_166_X15Y4_1760,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_135_X8Y5_2368,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_129_X7Y8_1198,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_112_X5Y8_1848,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_112_X5Y8_2220,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_191_X15Y7_1395,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_117_X13Y3_4562,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_100_X15Y5_125,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_100_X15Y5_3032,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_133_X3Y6_146,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_135_X8Y5_672,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_2141,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_177_X16Y5_1091,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_211_X4Y6_1071,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_117_X13Y3_4572,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_14_X1Y8_514,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_186_X6Y4_1287,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_117_X13Y3_1103,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_18_X13Y5_107,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_196_X5Y7_875,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_211_X4Y6_1432,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_135_X8Y5_2422,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_135_X8Y5_490,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_106_X2Y9_2315,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_11_X13Y7_3102,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X6Y4_681,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_11_X13Y7_3401,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_126_X14Y7_999,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_186_X6Y4_1663,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_141_X11Y2_2175,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_104_X8Y4_175_140,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_191_X15Y7_1690,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_100_X15Y5_505,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_141_X11Y2_545,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_1486,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_11_X13Y7_3704,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_112_X5Y8_774,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_211_X4Y6_633,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_126_X14Y7_1336,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_166_X15Y4_2945,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_165_X5Y6_515,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_165_X5Y6_830,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_101_X10Y8_2089,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_101_X10Y8_3069,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_100_X15Y5_1326,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_153_X7Y5_1269,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_14_X1Y8_2778,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_196_X5Y7_1240,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_114_X13Y4_1890,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_141_X11Y2_2667,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_1109,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_141_X11Y2_375,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_523,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_104_X7Y4_432,BaselTMA_SP41_104_X7Y4
BaselTMA_SP41_114_X13Y4_869,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_112_X5Y8_2361,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_133_X3Y6_1582,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_11_X13Y7_2743,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_166_X15Y4_353,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_159_X12Y4_2099,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_203_X8Y8_2745,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_135_X8Y5_1736,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_186_X5Y4_627,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_11_X13Y7_3096,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_211_X4Y6_163,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_196_X5Y7_885,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_11_X13Y7_2302,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_141_X11Y2_715,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X12Y2_669,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_133_X3Y6_1057,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_186_X5Y4_3521,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_14_X1Y8_1952,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_112_X5Y8_2721,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_117_X13Y3_499,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_11_X13Y7_1354,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_166_X15Y4_2528,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_14_X1Y8_2494,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_186_X6Y4_66,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_18_X13Y5_723,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_100_X15Y5_2186,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_126_X14Y7_1400,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_135_X8Y5_133,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_126_X14Y7_2311,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_186_X5Y4_3377,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_177_X16Y5_1944,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_141_X11Y2_1908,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_2315,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_165_X5Y6_1468,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_177_X16Y5_1681,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_114_X13Y4_102,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_117_X13Y3_3490,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_186_X5Y4_4220,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X11Y2_2417,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_165_X5Y6_194,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_134_X3Y8_1535,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_186_X5Y4_2322,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_135_X8Y5_1853,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_104_X8Y4_175_324,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_141_X11Y2_4532,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_203_X8Y8_597,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_14_X1Y8_755,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_165_X5Y6_170,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_141_X11Y2_2868,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_159_X12Y4_751,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_114_X14Y4_220,BaselTMA_SP41_114_X14Y4
BaselTMA_SP41_101_X10Y8_238,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_133_X3Y6_2142,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_101_X10Y8_363,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_117_X13Y3_452,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_135_X8Y5_861,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_191_X15Y7_1232,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_135_X8Y5_3216,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_106_X2Y9_873,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_100_X15Y5_2377,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_133_X3Y6_987,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_166_X15Y4_2176,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_18_X13Y5_469,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_100_X15Y5_1195,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_153_X7Y5_234,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_126_X14Y7_1093,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_135_X8Y5_1813,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_165_X5Y6_1347,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_100_X15Y5_1995,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_196_X5Y7_1314,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_141_X11Y2_2004,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_129_X7Y8_720,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_114_X13Y4_1657,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_117_X14Y3_197,BaselTMA_SP41_117_X14Y3
BaselTMA_SP41_204_X16Y4_238_543,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_112_X5Y8_2408,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_191_X15Y7_3775,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_2272,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_101_X10Y8_1739,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_11_X13Y7_4013,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_100_X15Y5_1920,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_211_X4Y6_674,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X6Y4_1435,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_106_X2Y9_30,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_186_X6Y4_1300,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_196_X5Y7_462,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_186_X5Y4_76,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_133_X3Y6_181,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_117_X13Y3_2230,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_211_X4Y6_1677,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_135_X8Y5_493,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X12Y2_91,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_126_X14Y7_2739,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_11_X13Y7_4380,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_3531,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_112_X5Y8_1724,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_203_X8Y8_1090,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_206_X1Y2_940,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_186_X6Y4_1726,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_14_X1Y8_1604,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_186_X5Y4_4246,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_159_X12Y4_2291,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_112_X5Y8_1036,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_11_X13Y7_211,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X5Y4_3007,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_114_X13Y4_1563,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_18_X13Y5_1381,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_191_X15Y7_1756,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_2031,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_104_X7Y4_190,BaselTMA_SP41_104_X7Y4
BaselTMA_SP41_177_X16Y5_2340,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_211_X4Y6_1933,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_101_X10Y8_881,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_186_X5Y4_696,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_186_X5Y4_2155,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_117_X13Y3_1342,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_153_X7Y5_260,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_186_X5Y4_3982,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_11_X13Y7_4305,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_204_X16Y4_237_113,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_106_X2Y9_1011,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_141_X12Y2_6,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_186_X5Y4_4569,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_101_X10Y8_1337,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_126_X14Y7_1684,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_203_X8Y8_769,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_126_X14Y7_712,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_101_X10Y8_656,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_165_X5Y6_102,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_134_X3Y8_44,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_117_X13Y3_1728,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_211_X4Y6_569,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X6Y4_1008,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_186_X5Y4_2106,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_191_X15Y7_2625,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_133_X3Y6_3139,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_211_X4Y6_641,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_133_X3Y6_2549,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_100_X15Y5_1054,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_141_X11Y2_898,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_3366,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_2818,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_196_X5Y7_383,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_101_X10Y8_213,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_153_X7Y5_1073,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_206_X1Y2_1199,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_129_X7Y8_876,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_104_X8Y4_233_880,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_134_X3Y8_1219,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_166_X15Y4_1414,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_106_X2Y9_2275,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_134_X3Y8_1845,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_141_X11Y2_2461,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_133_X3Y6_811,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_112_X5Y8_859,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_133_X3Y6_2073,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_206_X1Y2_2166,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_104_X8Y4_233_1268,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_186_X6Y4_1047,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_126_X14Y7_1633,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_206_X1Y2_2689,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_100_X15Y5_430,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_117_X13Y3_1593,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_133_X3Y6_2415,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_177_X16Y5_75,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_100_X15Y5_2488,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_101_X10Y8_2891,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_177_X16Y5_88,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_112_X5Y8_423,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_106_X2Y9_738,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_100_X15Y5_2429,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_134_X3Y8_521,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_206_X1Y2_2370,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_186_X5Y4_1750,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_104_X8Y4_175_76,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_196_X5Y7_1145,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_100_X15Y5_2172,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_165_X5Y6_960,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_117_X13Y3_4102,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_126_X14Y7_2384,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_126_X14Y7_1369,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_14_X1Y8_1308,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_211_X4Y6_1128,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_204_X16Y4_237_221,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_18_X13Y5_1646,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_134_X3Y8_573,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_126_X14Y7_1608,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_186_X6Y4_446,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_100_X15Y5_2320,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_153_X7Y5_400,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_206_X1Y2_190,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_14_X1Y8_819,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_134_X3Y8_1655,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_166_X15Y4_717,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_101_X10Y8_2789,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_133_X3Y6_3067,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_14_X1Y8_702,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_135_X8Y5_936,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X12Y2_282,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_106_X2Y9_2408,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_153_X7Y5_71,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_101_X10Y8_3088,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_186_X5Y4_1114,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_114_X14Y4_100,BaselTMA_SP41_114_X14Y4
BaselTMA_SP41_196_X5Y7_8,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_141_X11Y2_4832,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_134_X3Y8_886,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_186_X5Y4_4594,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_166_X15Y4_1517,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_104_X7Y4_248,BaselTMA_SP41_104_X7Y4
BaselTMA_SP41_159_X12Y4_1835,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_134_X3Y8_1378,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_135_X8Y5_2328,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_186_X5Y4_4635,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_135_X8Y5_1472,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_835,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_166_X15Y4_2170,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_141_X11Y2_4016,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_55,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_191_X15Y7_4124,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_112_X5Y8_582,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_126_X14Y7_2703,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_211_X4Y6_118,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_14_X1Y8_2022,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_135_X8Y5_631,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_166_X15Y4_2642,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_112_X5Y8_686,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_187_X3Y2_154,BaselTMA_SP41_187_X3Y2
BaselTMA_SP41_133_X3Y6_1715,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_11_X13Y7_3432,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_62,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_11_X13Y7_779,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_11_X13Y7_419,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X6Y4_840,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_114_X13Y4_821,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_203_X8Y8_263,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_141_X12Y2_677,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_100_X15Y5_72,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_211_X4Y6_1156,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_1136,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_106_X2Y9_1784,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_191_X15Y7_2742,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_134_X3Y8_281,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_133_X3Y6_2792,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_186_X5Y4_549,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X11Y2_2633,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_206_X2Y2_960,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_133_X3Y6_297,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_141_X11Y2_2659,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_211_X4Y6_210,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_191_X15Y7_1982,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_166_X15Y4_2892,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_135_X8Y5_1414,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_20_X12Y5_261,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_206_X2Y2_1318,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_117_X13Y3_3211,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_186_X5Y4_183,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_206_X2Y2_1284,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_129_X7Y8_1322,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_186_X5Y4_1228,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_186_X6Y4_382,BaselTMA_SP41_186_X6Y4
